"","STATE","YEAR","Enroll","Tot_Revenue","Fed_Revenue","State_Revenue","Local_Revenue","Tot_Expenditure","Inst_Expenditure","State.Min.Wage","Fed.Min.Wage","Effective.Min.Wage","Percent","wage_cat"
"976","Montana",2012,142237,1628318,214164,761029,653125,1652537,888206,4,7.25,7.25,53.7480250063992,"intermediate"
"977","Nebraska",2012,300941,3764056,366016,1166374,2231666,3880517,2247992,7.25,7.25,7.25,57.9302190919406,"intermediate"
"978","Nevada",2012,428526,4053945,403548,2401035,1249362,4109706,2049362,7.25,7.25,7.25,49.8663894692224,"intermediate"
"979","New Hampshire",2012,190778,2963221,187243,1029325,1746653,2961684,1654634,7.25,7.25,7.25,55.8680129277803,"intermediate"
"980","New Jersey",2012,1330300,27574528,1371038,10401941,15801549,26432652,14491817,7.25,7.25,7.25,54.8254371146717,"intermediate"
"981","New Mexico",2012,328690,3478709,491732,2380982,605995,3616691,1688871,7.5,7.25,7.5,46.6965798294629,"intermediate"
"982","New York",2012,2644029,58981073,3769627,23314292,31897154,60216421,38431932,7.25,7.25,7.25,63.8230093415881,"intermediate"
"983","North Carolina",2012,1462172,12788659,1831015,7648102,3309542,13418244,7521325,7.25,7.25,7.25,56.0529753371604,"intermediate"
"984","North Dakota",2012,97555,1345371,160050,658255,527066,1380563,685786,7.25,7.25,7.25,49.6743719772296,"intermediate"
"985","Ohio",2012,1630865,22799205,2007733,9336277,11455195,22662376,10861218,7.7,7.25,7.7,47.9262103850011,"intermediate"
"986","Oklahoma",2012,664200,5824963,773014,2869071,2182878,5594867,2736786,2,7.25,7.25,48.9160153404898,"intermediate"
"987","Oregon",2012,566525,6124872,550894,3038052,2535926,6314092,3250376,8.8,7.25,8.8,51.4781222699954,"high"
"988","Pennsylvania",2012,1644759,27881568,2145208,9561500,16174860,27851918,13450420,7.25,7.25,7.25,48.2926166880141,"intermediate"
"989","Rhode Island",2012,137400,2208278,204682,779000,1224596,2190431,1272285,7.4,7.25,7.4,58.0837743804758,"intermediate"
"990","South Carolina",2012,715744,7889771,848254,3586738,3454779,7948441,3749691,0,7.25,7.25,47.1751756099089,"intermediate"
"991","South Dakota",2012,127726,1298723,212615,395054,691054,1296971,649023,7.25,7.25,7.25,50.041442715373,"intermediate"
"992","Tennessee",2012,998638,8983224,1257953,4017946,3707325,9256522,5151260,0,7.25,7.25,55.6500594931876,"intermediate"
"993","Texas",2012,4844744,49979753,6140296,19801928,24037529,50215314,23902458,7.25,7.25,7.25,47.5999373418236,"intermediate"
"994","Utah",2012,553873,4217360,426702,2158049,1632609,4330417,2161779,7.25,7.25,7.25,49.9208043936646,"intermediate"
"995","Vermont",2012,87968,1754161,124451,1372320,257390,1726321,904254,8.46,7.25,8.46,52.3804089737656,"high"
"996","Virginia",2012,1257332,14940479,1365551,5564504,8010424,15129464,8123166,7.25,7.25,7.25,53.6910362455669,"intermediate"
"997","Washington",2012,1044856,11955582,1057045,7001110,3897427,12187889,5866729,9.04,7.25,9.04,48.1357271960714,"high"
"998","West Virginia",2012,282088,3970941,432223,2014017,1524701,3536971,1893954,7.25,7.25,7.25,53.5473431928054,"intermediate"
"999","Wisconsin",2012,863314,11139967,907311,4786356,5446300,10724377,5631108,7.25,7.25,7.25,52.5075535856302,"intermediate"
"1000","Wyoming",2012,89994,1664983,144728,851896,668359,1670728,845801,5.15,7.25,7.25,50.6246977365556,"intermediate"
"1001","Alabama",2013,744548,7197439,811739,3898347,2487353,7487741,3747993,0,7.25,7.25,50.0550566586104,"intermediate"
"1002","Alaska",2013,131091,2545117,320938,1707449,516730,2665933,1324649,7.75,7.25,7.75,49.6880079131771,"intermediate"
"1003","Arizona",2013,941726,8164324,1178356,2934165,4051803,7600581,3824071,7.8,7.25,7.8,50.3128773971358,"intermediate"
"1004","Arkansas",2013,477716,5067546,572096,3847045,648405,5226339,2545564,6.25,7.25,7.25,48.7064463288738,"intermediate"
"1005","California",2013,6208733,68868516,7836263,35141208,25891045,69727119,34194878,8,7.25,8,49.04100225337,"intermediate"
"1006","Colorado",2013,851063,8826868,696266,3693829,4436773,8699125,4292898,7.78,7.25,7.78,49.3486183955283,"intermediate"
"1007","Connecticut",2013,517812,10319361,434543,3870444,6014374,9758850,5562212,8.25,7.25,8.25,56.9965928362461,"high"
"1008","Delaware",2013,118685,1930466,151096,1124112,655258,1924626,1030897,7.25,7.25,7.25,53.5634975314684,"intermediate"
"1009","Florida",2013,2680074,24681548,3027018,9455562,12198968,25245400,13833236,7.79,7.25,7.79,54.7950755385139,"intermediate"
"1010","Georgia",2013,1682620,17459504,1805878,7580785,8072841,17317504,9555687,5.15,7.25,7.25,55.1793549463017,"intermediate"
"1011","Hawaii",2013,184760,2331770,310778,1962923,58069,2345917,1283872,7.25,7.25,7.25,54.7279379449486,"intermediate"
"1012","Idaho",2013,272070,2015534,237912,1278155,499467,1967676,1113400,7.25,7.25,7.25,56.5845189960136,"intermediate"
"1013","Illinois",2013,2069823,30057886,2311235,10382540,17364111,29517831,15285224,8.25,7.25,8.25,51.7830188810282,"high"
"1014","Indiana",2013,1002772,12236713,980013,7503451,3753249,11211155,5535933,7.25,7.25,7.25,49.3787928184027,"intermediate"
"1015","Iowa",2013,499489,6281345,459132,3118413,2703800,6318241,3174989,7.25,7.25,7.25,50.2511537625741,"intermediate"
"1016","Kansas",2013,488590,5667223,420820,3193838,2052565,5621023,2969201,7.25,7.25,7.25,52.8231426912859,"intermediate"
"1017","Kentucky",2013,685009,7216175,867735,3960822,2387618,7413896,3663594,7.25,7.25,7.25,49.4152332322978,"intermediate"
"1018","Louisiana",2013,671156,8121179,1229248,3370399,3521532,7940880,3963343,0,7.25,7.25,49.9106270337796,"intermediate"
"1019","Maine",2013,184682,2650346,196466,1029166,1424714,2535405,1351259,7.5,7.25,7.5,53.2955878843814,"intermediate"
"1020","Maryland",2013,859252,13814727,828432,6093652,6892643,13284637,7303090,7.25,7.25,7.25,54.9739522427297,"intermediate"
"1021","Massachusetts",2013,920968,16114783,818054,6428534,8868195,16201905,9097982,8,7.25,8,56.1537794475403,"intermediate"
"1022","Michigan",2013,1381167,18270327,1636324,9882361,6751642,17468264,8885537,7.4,7.25,7.4,50.8667432550825,"intermediate"
"1023","Minnesota",2013,802454,10848720,646542,6792440,3409738,10942019,5826404,5.25,7.25,7.25,53.2479791892154,"intermediate"
"1024","Mississippi",2013,492847,4444064,707522,2213501,1523041,4370050,2274357,0,7.25,7.25,52.0441871374469,"intermediate"
"1025","Missouri",2013,897224,10103589,894168,4235564,4973857,10001763,5139610,7.35,7.25,7.35,51.3870404647661,"intermediate"
"1026","Montana",2013,142797,1671053,210593,788329,672131,1679521,907018,4,7.25,7.25,54.0045643966345,"intermediate"
"1027","Nebraska",2013,303242,3870164,366241,1217306,2286617,3913038,2318463,7.25,7.25,7.25,59.2496929495701,"intermediate"
"1028","Nevada",2013,431776,4131800,392009,2556472,1183319,4057443,2058538,7.25,7.25,7.25,50.7348593683263,"intermediate"
"1029","New Hampshire",2013,187703,2976317,163890,1020089,1792338,2878534,1642945,7.25,7.25,7.25,57.075754533384,"intermediate"
"1030","New Jersey",2013,1338657,28070096,1145079,10986132,15938885,28179900,15489942,7.25,7.25,7.25,54.9680516964219,"intermediate"
"1031","New Mexico",2013,327209,3518621,519318,2401884,597419,3536546,1709797,7.5,7.25,7.5,48.3465222847377,"intermediate"
"1032","New York",2013,2629805,59623918,3335657,23632698,32655563,60505950,38756656,7.25,7.25,7.25,64.0542888757221,"intermediate"
"1033","North Carolina",2013,1468228,12729402,1579889,7891977,3257536,13650536,7681386,7.25,7.25,7.25,56.2716804673458,"intermediate"
"1034","North Dakota",2013,101025,1405349,145905,685348,574096,1516575,718970,7.25,7.25,7.25,47.4074806719087,"intermediate"
"1035","Ohio",2013,1613718,22536516,1721213,8990516,11824787,22015797,10800145,7.85,7.25,7.85,49.0563434973533,"intermediate"
"1036","Oklahoma",2013,671445,5878111,715944,2890048,2272119,5796945,2800189,2,7.25,7.25,48.3045638694174,"intermediate"
"1037","Oregon",2013,564006,6077498,471682,3041825,2563991,6228197,3261733,8.95,7.25,8.95,52.3704211668321,"high"
"1038","Pennsylvania",2013,1623694,28484645,2049113,9764558,16670974,28495118,15456205,7.25,7.25,7.25,54.2415897347749,"intermediate"
"1039","Rhode Island",2013,136401,2282659,193393,841875,1247391,2231413,1265936,7.75,7.25,7.75,56.7324829603484,"intermediate"
"1040","South Carolina",2013,722249,8254462,814137,3819285,3621040,8224795,3933177,0,7.25,7.25,47.8209730455288,"intermediate"
"1041","South Dakota",2013,130296,1316613,194731,408009,713873,1332496,663258,7.25,7.25,7.25,49.7756090825038,"intermediate"
"1042","Tennessee",2013,992461,9008032,1165801,4097627,3744604,9248235,5191269,0,7.25,7.25,56.1325377220627,"intermediate"
"1043","Texas",2013,4897523,49734537,5695947,18873046,25165544,50674724,24226519,7.25,7.25,7.25,47.8078953128585,"intermediate"
"1044","Utah",2013,562315,4300793,409774,2235917,1655102,4584624,2361179,7.25,7.25,7.25,51.5021297275415,"intermediate"
"1045","Vermont",2013,89200,1817307,114697,1431621,270989,1809138,935593,8.6,7.25,8.6,51.7148498345621,"high"
"1046","Virginia",2013,1264880,15322318,1108879,5874323,8339116,15634918,8445746,7.25,7.25,7.25,54.0184860579377,"intermediate"
"1047","Washington",2013,1050901,12242231,1042200,7159428,4040603,12097549,5911337,9.19,7.25,9.19,48.8639227665042,"high"
"1048","West Virginia",2013,282310,3486366,383169,2027414,1075783,3488877,1828234,7.25,7.25,7.25,52.4017900315775,"intermediate"
"1049","Wisconsin",2013,863737,11097447,827432,5587013,4683002,10845059,5637545,7.25,7.25,7.25,51.9826125427257,"intermediate"
"1050","Wyoming",2013,91533,1695967,113501,881114,701352,1675477,846872,5.15,7.25,7.25,50.5451283425556,"intermediate"
"1051","Alabama",2014,740081,7357267,794090,4031547,2531630,7587737,3824295,0,7.25,7.25,50.4009957118967,"intermediate"
"1052","Alaska",2014,130539,2663647,309525,1824373,529749,2727056,1346457,7.75,7.25,7.75,49.3740135882798,"intermediate"
"1053","Arizona",2014,943937,8361708,1102980,3182285,4076443,8109460,3902565,7.9,7.25,7.9,48.1236111898943,"intermediate"
"1054","Arkansas",2014,479881,5193218,552738,4006889,633591,5242672,2609867,6.25,7.25,7.25,49.7812375063708,"intermediate"
"1055","California",2014,6224685,72389126,7415061,38410554,26563511,72506810,35539425,9,7.25,9,49.0152924945946,"high"
"1056","Colorado",2014,865231,9162406,681230,3961719,4519457,9286626,4470568,8,7.25,8,48.1398518686981,"intermediate"
"1057","Connecticut",2014,511082,10743919,420593,4141590,6181736,10201500,5889381,8.7,7.25,8.7,57.7305396265255,"high"
"1058","Delaware",2014,120623,1954374,133055,1137764,683555,1988535,1050647,7.75,7.25,7.75,52.8352279441901,"intermediate"
"1059","Florida",2014,2708022,26077462,3112027,10460928,12504507,26523658,14542370,7.93,7.25,7.93,54.8279200402901,"intermediate"
"1060","Georgia",2014,1699185,17821620,1804212,7837335,8180073,17668352,9635641,5.15,7.25,7.25,54.5361616069229,"intermediate"
"1061","Hawaii",2014,186825,2696766,286988,2354601,55177,2504144,1386369,7.25,7.25,7.25,55.3629903072667,"intermediate"
"1062","Idaho",2014,281452,2084970,232593,1319582,532795,2012852,1108768,7.25,7.25,7.25,55.0844274690837,"intermediate"
"1063","Illinois",2014,2060632,31085621,2301827,11163462,17620332,31080869,16323537,8.25,7.25,8.25,52.5195643661057,"high"
"1064","Indiana",2014,1007121,12399402,933891,7632238,3833273,11136045,5513142,7.25,7.25,7.25,49.5071814095579,"intermediate"
"1065","Iowa",2014,501763,6455928,455586,3247115,2753227,6541553,3266694,7.25,7.25,7.25,49.9375912722866,"intermediate"
"1066","Kansas",2014,496034,5813985,419415,3265012,2129558,5957954,3033016,7.25,7.25,7.25,50.9070059956824,"intermediate"
"1067","Kentucky",2014,686789,7229857,825742,3966872,2437243,7346219,3659917,7.25,7.25,7.25,49.8204178231006,"intermediate"
"1068","Louisiana",2014,665441,8352703,1272004,3455315,3625384,8140649,4026042,0,7.25,7.25,49.4560323138855,"intermediate"
"1069","Maine",2014,178709,2675648,182961,1032280,1460407,2550302,1369822,7.5,7.25,7.5,53.7121486004403,"intermediate"
"1070","Maryland",2014,865768,13982544,816033,6186736,6979775,13712839,7475952,7.25,7.25,7.25,54.5179010706682,"intermediate"
"1071","Massachusetts",2014,920558,16609204,791029,6587492,9230683,16518383,9407351,8,7.25,8,56.9507983923124,"intermediate"
"1072","Michigan",2014,1363533,18457253,1563397,10073758,6820098,17358365,8858564,8.15,7.25,8.15,51.0334008992206,"high"
"1073","Minnesota",2014,804580,11168633,630445,7603409,2934779,11300786,5986788,6.5,7.25,7.25,52.976739848007,"intermediate"
"1074","Mississippi",2014,492421,4480105,664697,2243098,1572310,4463078,2279076,0,7.25,7.25,51.0651169439566,"intermediate"
"1075","Missouri",2014,892992,10256615,895743,4267069,5093803,10324249,5243167,7.5,7.25,7.5,50.784972350047,"intermediate"
"1076","Montana",2014,144034,1729712,201528,822788,705396,1754324,949120,7.9,7.25,7.9,54.1017508738409,"intermediate"
"1077","Nebraska",2014,307398,4005091,318179,1283012,2403900,4008633,2371149,7.25,7.25,7.25,59.1510622199638,"intermediate"
"1078","Nevada",2014,435765,4203255,381596,2651854,1169805,4043820,2104452,7.25,7.25,7.25,52.0411887769485,"intermediate"
"1079","New Hampshire",2014,184846,3042994,161989,1003995,1877010,2960615,1682021,7.25,7.25,7.25,56.8132296836975,"intermediate"
"1080","New Jersey",2014,1335350,28454548,1142878,11047025,16264645,27742203,14956606,8.25,7.25,8.25,53.9128273266546,"high"
"1081","New Mexico",2014,326637,3601387,466320,2505492,629575,3576216,1709599,7.5,7.25,7.5,47.8046907681192,"intermediate"
"1082","New York",2014,2619312,61337112,3347393,24830862,33158857,62556193,40168920,8,7.25,8,64.212539276487,"intermediate"
"1083","North Carolina",2014,1441391,13462754,1529624,7849343,4083787,13540706,7573296,7.25,7.25,7.25,55.9298459031604,"intermediate"
"1084","North Dakota",2014,103272,1568997,155894,901032,512071,1597210,758669,7.25,7.25,7.25,47.4996399972452,"intermediate"
"1085","Ohio",2014,1601566,23297509,1692769,9492461,12112279,21847582,11350255,7.25,7.25,7.25,51.9519963353382,"intermediate"
"1086","Oklahoma",2014,670069,6034336,690122,2983860,2360354,6026661,2833650,2,7.25,7.25,47.0185729710033,"intermediate"
"1087","Oregon",2014,566538,6621363,521463,3393147,2706753,6453635,3437466,9.1,7.25,9.1,53.2640287217979,"high"
"1088","Pennsylvania",2014,1605292,29068069,1812609,10272392,16983068,28620630,15352999,7.25,7.25,7.25,53.6431203645762,"intermediate"
"1089","Rhode Island",2014,135084,2313010,186551,867512,1258947,2258076,1277445,8,7.25,8,56.5722765752791,"intermediate"
"1090","South Carolina",2014,729386,8417698,812536,3902923,3702239,8452743,4035914,0,7.25,7.25,47.7467965132739,"intermediate"
"1091","South Dakota",2014,130653,1345549,186216,413544,745789,1355439,696235,7.25,7.25,7.25,51.3660149958796,"intermediate"
"1092","Tennessee",2014,992583,9237782,1095377,4315952,3826453,9432883,5296570,0,7.25,7.25,56.1500656798139,"intermediate"
"1093","Texas",2014,4949469,52776853,5643178,20510815,26622860,53096761,25364709,7.25,7.25,7.25,47.7707274837348,"intermediate"
"1094","Utah",2014,570423,4405929,385210,2363055,1657664,4385896,2336613,7.25,7.25,7.25,53.2756134664388,"intermediate"
"1095","Vermont",2014,87990,1895044,102434,1495453,297157,1876197,955495,8.73,7.25,8.73,50.9272213951946,"high"
"1096","Virginia",2014,1273211,15347862,1009659,5994897,8343306,15690444,8464947,7.25,7.25,7.25,53.9496970257821,"intermediate"
"1097","Washington",2014,1057773,13040197,1030232,7833024,4176941,12806300,6267816,9.32,7.25,9.32,48.943223257303,"high"
"1098","West Virginia",2014,280265,3514889,351957,2033948,1128984,3499873,1823665,7.25,7.25,7.25,52.1066050110961,"intermediate"
"1099","Wisconsin",2014,865119,11330253,830568,5709579,4790106,11255186,5685955,7.25,7.25,7.25,50.5185343005438,"intermediate"
"1100","Wyoming",2014,92732,1772633,112709,965213,694711,1775999,865932,5.15,7.25,7.25,48.7574598859571,"intermediate"
"1101","Alabama",2015,734974,7360222,795238,4080167,2484817,7501799,3817479,0,7.25,7.25,50.8875137816942,"intermediate"
"1102","Alaska",2015,130755,2920986,344111,2026555,550320,2968341,1484610,8.75,7.25,8.75,50.01480625036,"high"
"1103","Arizona",2015,944978,8230507,1093834,3232013,3904660,7902600,3846357,8.05,7.25,8.05,48.672044643535,"high"
"1104","Arkansas",2015,479682,5308625,581412,4075118,652095,5350543,2620399,7.5,7.25,7.5,48.9744498829371,"intermediate"
"1105","California",2015,6226523,78248042,7556365,42360470,28331207,78365958,38951948,9,7.25,9,49.7051895926545,"high"
"1106","Colorado",2015,872320,9648297,715254,4354525,4578518,9557682,4578938,8.23,7.25,8.23,47.9084573016763,"high"
"1107","Connecticut",2015,505366,11099837,444073,4353546,6302218,10542667,6006275,9.15,7.25,9.15,56.9711155630734,"high"
"1108","Delaware",2015,121845,2017075,137544,1142333,737198,1975093,1072395,8.25,7.25,8.25,54.2959242931852,"high"
"1109","Florida",2015,2743641,26971491,3118041,10661586,13191864,27277049,14931173,8.05,7.25,8.05,54.7389602152344,"high"
"1110","Georgia",2015,1717805,18584666,1831221,8310872,8442573,18501103,10081483,5.15,7.25,7.25,54.4912538457842,"intermediate"
"1111","Hawaii",2015,182384,2703683,259390,2381547,62746,2521004,1377713,7.75,7.25,7.75,54.6493777875799,"intermediate"
"1112","Idaho",2015,274131,2167967,232449,1381205,554313,2029520,1130814,7.25,7.25,7.25,55.7182979226615,"intermediate"
"1113","Illinois",2015,2047123,32096832,2262192,11858968,17975672,32410033,17313173,8.25,7.25,8.25,53.4191773269716,"high"
"1114","Indiana",2015,1004215,12456571,929878,7676341,3850352,11378564,5537406,7.25,7.25,7.25,48.6652445774353,"intermediate"
"1115","Iowa",2015,505311,6714410,458457,3460798,2795155,6772654,3383909,7.25,7.25,7.25,49.9642976003203,"intermediate"
"1116","Kansas",2015,496920,5991731,475273,3967809,1548649,6175724,3051755,7.25,7.25,7.25,49.4153398046933,"intermediate"
"1117","Kentucky",2015,688475,7548871,848963,4176753,2523155,7554887,3807748,7.25,7.25,7.25,50.4011244642044,"intermediate"
"1118","Louisiana",2015,661015,8448743,1235580,3480365,3732798,8437263,4100906,0,7.25,7.25,48.6046956222652,"intermediate"
"1119","Maine",2015,176176,2739589,183883,1060925,1494781,2596180,1406898,7.5,7.25,7.5,54.1910807417051,"intermediate"
"1120","Maryland",2015,874108,14491642,819162,6267624,7404856,13882823,7686024,8.25,7.25,8.25,55.3635524993728,"high"
"1121","Massachusetts",2015,916130,16985185,778939,6808436,9397810,16972319,9774884,9,7.25,9,57.5930961467316,"high"
"1122","Michigan",2015,1345009,19025996,1582706,10510346,6932944,17742903,9040821,8.15,7.25,8.15,50.9545760352745,"high"
"1123","Minnesota",2015,807044,11684249,629909,7567199,3487141,11969872,6257807,7.25,7.25,7.25,52.2796484373434,"intermediate"
"1124","Mississippi",2015,490189,4592343,672366,2324855,1595122,4624539,2350872,0,7.25,7.25,50.8347318511099,"intermediate"
"1125","Missouri",2015,892779,10623391,948600,4441091,5233700,10540353,5387766,7.65,7.25,7.65,51.1156125416293,"intermediate"
"1126","Montana",2015,144447,1804339,214980,851068,738291,1804841,940488,8.05,7.25,8.05,52.109188565641,"high"
"1127","Nebraska",2015,312281,4248695,344382,1350116,2554197,4283846,2446701,8,7.25,8,57.1145881527954,"intermediate"
"1128","Nevada",2015,438948,4345419,395630,2744606,1205183,4183085,2170424,7.25,7.25,7.25,51.8857254872899,"intermediate"
"1129","New Hampshire",2015,183039,3093061,164905,1000063,1928093,3044720,1697165,7.25,7.25,7.25,55.7412504269687,"intermediate"
"1130","New Jersey",2015,1339230,29335237,1154004,11423305,16757928,28809725,15339450,8.38,7.25,8.38,53.244000072892,"high"
"1131","New Mexico",2015,326297,3789651,499789,2595682,694180,3846641,1773801,7.5,7.25,7.5,46.1129853292782,"intermediate"
"1132","New York",2015,2631532,63712218,2869847,25900858,34941513,65094591,41954260,8.75,7.25,8.75,64.4512229902481,"high"
"1133","North Carolina",2015,1465031,13146934,1589570,8172685,3384679,14060699,7960222,7.25,7.25,7.25,56.6132736359693,"intermediate"
"1134","North Dakota",2015,106061,1644533,158373,942772,543388,1804762,825445,7.25,7.25,7.25,45.7370556339285,"intermediate"
"1135","Ohio",2015,1600222,24378660,1676820,10169760,12532080,22561728,11620080,7.25,7.25,7.25,51.503501859432,"intermediate"
"1136","Oklahoma",2015,671715,6121188,688990,2993050,2439148,6184819,3000894,2,7.25,7.25,48.5203204814886,"intermediate"
"1137","Oregon",2015,570376,7111710,577106,3678001,2856603,7011609,3650855,9.25,7.25,9.25,52.0687191770106,"high"
"1138","Pennsylvania",2015,1589429,29967185,1857885,10532452,17576848,29690645,16058338,7.25,7.25,7.25,54.085514140902,"intermediate"
"1139","Rhode Island",2015,134574,2367068,184718,908963,1273387,2326473,1322055,9,7.25,9,56.8265782581616,"high"
"1140","South Carolina",2015,737401,8759944,836137,4094766,3829041,8783362,4123140,0,7.25,7.25,46.9426171891811,"intermediate"
"1141","South Dakota",2015,132836,1415149,206853,425614,782682,1464781,709363,8.5,7.25,8.5,48.4279219897036,"high"
"1142","Tennessee",2015,994530,9455920,1122775,4385403,3947742,9562527,5343272,0,7.25,7.25,55.8771964774583,"intermediate"
"1143","Texas",2015,5004866,55582029,5830972,20967429,28783628,56255791,26745844,7.25,7.25,7.25,47.5432724783836,"intermediate"
"1144","Utah",2015,573913,4705084,400213,2487937,1816934,4537962,2367650,7.25,7.25,7.25,52.1743020324983,"intermediate"
"1145","Vermont",2015,85184,1996795,105333,1546600,344862,1969415,983532,9.15,7.25,9.15,49.9403122246962,"high"
"1146","Virginia",2015,1279867,15857524,1012205,6240349,8604970,16113212,8755896,7.25,7.25,7.25,54.3398547725928,"intermediate"
"1147","Washington",2015,1072359,13709442,1036422,8293812,4379208,13630138,6508964,9.47,7.25,9.47,47.754204689637,"high"
"1148","West Virginia",2015,279565,3478401,362959,1979466,1135976,3466981,1819903,8,7.25,8,52.4924422718209,"intermediate"
"1149","Wisconsin",2015,861813,11637376,814385,5869265,4953726,11553677,5723474,7.25,7.25,7.25,49.538116739805,"intermediate"
"1150","Wyoming",2015,93867,1962874,120290,1116917,725667,1942406,895910,5.15,7.25,7.25,46.1237249061216,"intermediate"
"1151","Alabama",2016,734652,7498567,797631,4097696,2603240,7708845,3865453,0,7.25,7.25,50.1430888803705,"intermediate"
"1152","Alaska",2016,132477,2494691,307320,1613675,573696,2623014,1251738,9.75,7.25,9.75,47.7213617616986,"high"
"1153","Arizona",2016,938274,8503034,1160908,3440726,3901400,7987011,3872250,8.05,7.25,8.05,48.4818413296288,"high"
"1154","Arkansas",2016,479177,5401016,593656,4122377,684983,5434193,2658253,8,7.25,8,48.9171621250846,"intermediate"
"1155","California",2016,6217031,89217262,7709079,50904567,30603616,85320133,42587272,10,7.25,10,49.9146807471573,"high"
"1156","Colorado",2016,880678,10123271,713914,4365019,5044338,9878524,4786838,8.31,7.25,8.31,48.4570164530653,"high"
"1157","Connecticut",2016,499494,11419673,468595,4411204,6539874,10826431,6110631,9.6,7.25,9.6,56.4417858479863,"high"
"1158","Delaware",2016,121225,2043577,134412,1172219,736946,2041952,1126775,8.25,7.25,8.25,55.1812677281347,"high"
"1159","Florida",2016,2776933,28125598,3147329,10963807,14014462,27945116,15212112,8.05,7.25,8.05,54.43567312442,"high"
"1160","Georgia",2016,1727085,19403453,1807371,8771192,8824890,19158388,10534931,5.15,7.25,7.25,54.9886086449444,"intermediate"
"1161","Hawaii",2016,181995,3030519,261131,2710361,59027,2733094,1468044,8.5,7.25,8.5,53.7136300471188,"high"
"1162","Idaho",2016,274849,2266490,240322,1454830,571338,2100980,1171313,7.25,7.25,7.25,55.7507924873155,"intermediate"
"1163","Illinois",2016,2030717,32908958,2331724,12053316,18523918,33037244,17804976,8.25,7.25,8.25,53.8936480294785,"high"
"1164","Indiana",2016,1002696,12732161,954837,7780711,3996613,11535287,5730602,7.25,7.25,7.25,49.678885319455,"intermediate"
"1165","Iowa",2016,508014,6919477,464852,3583134,2871491,6972412,3447707,7.25,7.25,7.25,49.4478381369317,"intermediate"
"1166","Kansas",2016,495545,6069563,453922,3949517,1666124,6134836,3006786,7.25,7.25,7.25,49.0116769217629,"intermediate"
"1167","Kentucky",2016,686440,7745928,880296,4269100,2596532,7786281,3917968,7.25,7.25,7.25,50.3188621114496,"intermediate"
"1168","Louisiana",2016,660561,8397136,1021465,3480353,3895318,8248660,4095916,0,7.25,7.25,49.6555319288224,"intermediate"
"1169","Maine",2016,179879,2845391,185803,1074641,1584947,2706103,1437164,7.5,7.25,7.5,53.1082519771051,"intermediate"
"1170","Maryland",2016,879196,14409321,823599,6334951,7250771,13992191,7779504,8.75,7.25,8.75,55.5988979853119,"high"
"1171","Massachusetts",2016,921029,17484704,765043,6770086,9949575,17037880,9991819,10,7.25,10,58.6447316215398,"high"
"1172","Michigan",2016,1335713,19416061,1552824,10727785,7135452,18001445,9113469,8.5,7.25,8.5,50.6263191649337,"high"
"1173","Minnesota",2016,811157,12186135,634332,7887346,3664457,12848946,6548885,7.25,7.25,7.25,50.9682661908611,"intermediate"
"1174","Mississippi",2016,486245,4755399,690724,2411621,1653054,4631356,2407637,0,7.25,7.25,51.9855739874024,"intermediate"
"1175","Missouri",2016,891554,10893231,924655,4568867,5399709,10719882,5488433,7.65,7.25,7.65,51.1986325968887,"intermediate"
"1176","Montana",2016,145240,1800909,220340,840804,739765,1879789,973199,8.05,7.25,8.05,51.7717148041615,"high"
"1177","Nebraska",2016,315542,4398811,346826,1437048,2614937,4640422,2526973,9,7.25,9,54.4556723504888,"high"
"1178","Nevada",2016,441623,4482886,401323,2816911,1264652,4374249,2288790,7.25,7.25,7.25,52.3241818195535,"intermediate"
"1179","New Hampshire",2016,179682,3150473,169166,1004753,1976554,3124778,1743022,7.25,7.25,7.25,55.7806666585594,"intermediate"
"1180","New Jersey",2016,1364473,30012666,1187430,11681799,17143437,29665476,15831343,8.38,7.25,8.38,53.3662193723101,"high"
"1181","New Mexico",2016,319861,3765069,506995,2591444,666630,3729397,1733158,7.5,7.25,7.5,46.4728748374067,"intermediate"
"1182","New York",2016,2590945,66912661,3369803,27437593,36105265,68282026,43964520,9,7.25,9,64.3866659726822,"high"
"1183","North Carolina",2016,1462036,13448045,1557900,8287126,3603019,14207389,8060544,7.25,7.25,7.25,56.7348722555566,"intermediate"
"1184","North Dakota",2016,108384,1788749,155453,985365,647931,1963630,867650,7.25,7.25,7.25,44.186022825074,"intermediate"
"1185","Ohio",2016,1595024,23766529,1680983,9277802,12807744,23352516,12247509,7.25,7.25,7.25,52.4462075092894,"intermediate"
"1186","Oklahoma",2016,672777,6103728,689756,2909651,2504321,6184152,3047217,2,7.25,7.25,49.2746135605981,"intermediate"
"1187","Oregon",2016,574252,7418055,582560,3861438,2974057,7501954,3834741,9.75,7.25,9.75,51.1165624316012,"high"
"1188","Pennsylvania",2016,1572593,31077289,1904293,11181046,17991950,30925177,16717308,7.25,7.25,7.25,54.0572750804304,"intermediate"
"1189","Rhode Island",2016,133856,2401541,175379,940989,1285173,2358654,1340088,9.6,7.25,9.6,56.8157940927326,"high"
"1190","South Carolina",2016,743320,9161667,840786,4262164,4058717,9187299,4274682,0,7.25,7.25,46.5281689427981,"intermediate"
"1191","South Dakota",2016,134045,1455737,196644,438629,820464,1475864,730176,8.55,7.25,8.55,49.4744773231138,"high"
