"","STATE","YEAR","Enroll","Tot_Revenue","Fed_Revenue","State_Revenue","Local_Revenue","Tot_Expenditure","Inst_Expenditure","State.Min.Wage","Fed.Min.Wage","Effective.Min.Wage","Percent","wage_cat"
"1","Alabama",1993,727716,2827391,331409,1729295,766687,2833433,1564558,0,4.25,4.25,55.2177517520266,"low"
"2","Alaska",1993,121156,1191398,176150,775829,239419,1126398,494917,4.75,4.25,4.75,43.9380219069991,"low"
"3","Arizona",1993,676297,3427976,318465,1415407,1694104,3623946,1578889,0,4.25,4.25,43.5682264581205,"low"
"4","Arkansas",1993,311432,1346909,128196,771079,447634,1376067,782791,3.65,4.25,4.25,56.886110923378,"low"
"5","California",1993,5129788,28043338,2151157,17064146,8828035,28110986,15281147,4.25,4.25,4.25,54.3600533969175,"low"
"6","Colorado",1993,539538,3058326,147793,1242337,1668196,3028305,1537714,3,4.25,4.25,50.7780425023239,"low"
"7","Connecticut",1993,471918,4064158,149204,1433539,2481415,4079943,2302852,4.27,4.25,4.27,56.4432395256502,"low"
"8","Delaware",1993,104355,683954,44497,443250,196207,694534,394680,4.25,4.25,4.25,56.8265916427418,"low"
"9","Florida",1993,1980569,11370156,947326,5520893,4901937,11425183,5333136,0,4.25,4.25,46.6787796746888,"low"
"10","Georgia",1993,893557,4716559,296231,2243580,2176748,4647974,2538712,3.25,4.25,4.25,54.6197547576643,"low"
"11","Hawaii",1993,177448,1062475,76183,962375,23917,1063090,580597,3.85,4.25,4.25,54.6140966428054,"low"
"12","Idaho",1993,231632,890835,72747,547454,270634,899819,499914,4.25,4.25,4.25,55.5571731648254,"low"
"13","Illinois",1993,1856841,10584624,632724,3467071,6484829,10744695,5520683,4.25,4.25,4.25,51.3805463998745,"low"
"14","Indiana",1993,958052,5833420,278090,3005534,2549796,5668599,2862585,3.35,4.25,4.25,50.4989857282196,"low"
"15","Iowa",1993,493957,2880731,131444,1299055,1450232,2889377,1522556,4.65,4.25,4.65,52.6949581172689,"low"
"16","Kansas",1993,451469,2386945,123082,1165178,1098685,2522542,1309958,2.65,4.25,4.25,51.9300768827635,"low"
"17","Kentucky",1993,489281,2381148,216900,1529326,634922,2283431,1247496,4.25,4.25,4.25,54.6325244774202,"low"
"18","Louisiana",1993,795719,3438321,397206,1876967,1164148,3427102,1898515,0,4.25,4.25,55.3970964389154,"low"
"19","Maine",1993,211511,1368095,77440,652164,638491,1321846,809278,4.25,4.25,4.25,61.2233195092318,"low"
"20","Maryland",1993,751850,4918010,252211,1940713,2725086,4898895,2785206,4.25,4.25,4.25,56.8537598785032,"low"
"21","Massachusetts",1993,862495,6121612,305113,1924321,3892178,5679261,3237228,4.25,4.25,4.25,57.0008668381326,"low"
"22","Michigan",1993,1600650,11034174,594226,3326748,7113200,11430958,5411969,3.35,4.25,4.25,47.344841963377,"low"
"23","Minnesota",1993,781566,4862635,213724,2284106,2364805,5290504,2756415,4.25,4.25,4.25,52.1011797741765,"low"
"24","Mississippi",1993,329408,1170109,174870,612301,382938,1167032,652571,0,4.25,4.25,55.9171470876548,"low"
"25","Missouri",1993,834636,4196601,271548,1939230,1985823,4234845,2229886,4.25,4.25,4.25,52.6556698060968,"low"
"26","Montana",1993,158875,813998,74386,445532,294080,833435,446245,4.25,4.25,4.25,53.542867770132,"low"
"27","Nebraska",1993,281354,1625242,94308,509432,1021502,1642376,972575,4.25,4.25,4.25,59.2175604124756,"low"
"28","Nevada",1993,222846,1148268,52876,753277,342115,1265367,611914,4.25,4.25,4.25,48.3586184877589,"low"
"29","New Hampshire",1993,177722,1109743,34680,84342,990721,1091814,611158,4.25,4.25,4.25,55.9763842559264,"low"
"30","New Jersey",1993,653488,6747567,331924,3104597,3311046,6641624,3676378,4.25,4.25,4.25,55.3536002640318,"low"
"31","New Mexico",1993,281407,1217194,154018,897725,165451,1223185,587753,3.35,4.25,4.25,48.0510307108083,"low"
"32","New York",1993,2663637,22688753,1276362,8848470,12563921,23934282,14029639,4.25,4.25,4.25,58.617338092699,"low"
"33","North Carolina",1993,1112636,5583166,433602,3388466,1761098,5475174,3037814,3.8,4.25,4.25,55.4834239057973,"low"
"34","North Dakota",1993,118793,580148,56254,243783,280111,588983,310940,4.25,4.25,4.25,52.7926952051248,"low"
"35","Ohio",1993,1834239,10841606,509488,4156070,6176048,10385253,5522474,4.25,4.25,4.25,53.1761142458446,"low"
"36","Oklahoma",1993,312817,1436505,99809,802783,533913,1428916,726475,4.25,4.25,4.25,50.8409871538985,"low"
"37","Oregon",1993,509814,3141217,196584,1180698,1763935,3149126,1712282,4.75,4.25,4.75,54.3732451480188,"low"
"38","Pennsylvania",1993,1719829,12269422,695807,4781408,6792207,12809067,6856146,4.25,4.25,4.25,53.5257251757681,"low"
"39","Rhode Island",1993,138939,919594,46215,351512,521867,901540,588044,4.45,4.25,4.45,65.226612241276,"low"
"40","South Carolina",1993,631613,3031112,277419,1419961,1333732,2994038,1592384,0,4.25,4.25,53.1851633145605,"low"
"41","South Dakota",1993,107050,465650,52787,120851,292012,481665,265549,4.25,4.25,4.25,55.1314710431524,"low"
"42","Tennessee",1993,844668,3268642,334410,1535027,1399205,3286481,1969619,0,4.25,4.25,59.9309413320813,"low"
"43","Texas",1993,3535333,20267205,1233446,9919561,9114198,18574871,8914245,3.35,4.25,4.25,47.9908851049356,"low"
"44","Utah",1993,462323,1638305,116791,928596,592918,1665011,881924,4.25,4.25,4.25,52.9680584692834,"low"
"45","Vermont",1993,97454,837540,34179,216778,586583,809853,405876,4.25,4.25,4.25,50.1172434997463,"low"
"46","Virginia",1993,1032842,5918536,365601,2358711,3194224,5955333,3121277,3.65,4.25,4.25,52.4114604506583,"low"
"47","Washington",1993,896197,5270961,284396,3720223,1266342,5791436,2778268,4.25,4.25,4.25,47.972005561315,"low"
"48","West Virginia",1993,317719,1832154,140913,1220263,470978,1829848,1023497,3.8,4.25,4.25,55.9334436521503,"low"
"49","Wisconsin",1993,829085,5357945,226234,2205644,2926067,5640718,3111910,3.8,4.25,4.25,55.1686859722468,"low"
"50","Wyoming",1993,100313,615130,35437,308683,271010,614807,334071,1.6,4.25,4.25,54.3375400735515,"low"
"51","Alabama",1994,730004,2970223,331823,1850894,787506,3103266,1697593,0,4.25,4.25,54.7034318037835,"low"
"52","Alaska",1994,123868,1052282,134168,668229,249885,1116160,516242,4.75,4.25,4.75,46.2516126720183,"low"
"53","Arizona",1994,708482,3566586,348847,1478372,1739367,3803379,1652311,0,4.25,4.25,43.4432382363157,"low"
"54","Arkansas",1994,312695,1393287,132108,810396,450783,1445984,816270,4.25,4.25,4.25,56.4508320977272,"low"
"55","California",1994,4120498,23440845,2095878,13175550,8169417,23012688,12443864,4.25,4.25,4.25,54.0739265226209,"low"
"56","Colorado",1994,549570,3061865,165539,1269532,1626794,3113755,1574164,3,4.25,4.25,50.5551657082847,"low"
"57","Connecticut",1994,479522,4268860,142392,1537064,2589404,4132350,2431273,4.27,4.25,4.27,58.8351180321125,"low"
"58","Delaware",1994,103782,705798,50572,447430,207796,732323,413915,4.25,4.25,4.25,56.5208248272962,"low"
"59","Florida",1994,2039884,12315950,890498,6158417,5267035,12469073,5715125,0,4.25,4.25,45.8344016431695,"low"
"60","Georgia",1994,1235304,6824191,449430,3473578,2901183,6597359,3509251,3.25,4.25,4.25,53.1917544581097,"low"
"61","Hawaii",1994,181212,1133949,77993,1025813,30143,1146267,615270,5.25,4.25,5.25,53.6759760160591,"low"
"62","Idaho",1994,236774,949999,77626,576106,296267,974781,538783,4.25,4.25,4.25,55.2722098604712,"low"
"63","Illinois",1994,1875956,11309803,628532,3697747,6983524,10743708,5727974,4.25,4.25,4.25,53.3146842784633,"low"
"64","Indiana",1994,963071,6121754,286351,2754602,3080801,6061435,3003825,3.35,4.25,4.25,49.556334432358,"low"
"65","Iowa",1994,497925,2987394,139312,1339912,1508170,2974072,1551221,4.65,4.25,4.65,52.1581521899941,"low"
"66","Kansas",1994,457744,2700587,134686,1540727,1025174,2643192,1371720,2.65,4.25,4.25,51.8963435119356,"low"
"67","Kentucky",1994,490069,2491948,238630,1561340,691978,2392549,1310208,4.25,4.25,4.25,54.7620132335848,"low"
"68","Louisiana",1994,798312,3571864,437307,1914388,1220169,3539581,1952186,0,4.25,4.25,55.1530251744486,"low"
"69","Maine",1994,211731,1357116,77393,609841,669882,1338353,799103,4.25,4.25,4.25,59.707939534637,"low"
"70","Maryland",1994,772638,5141505,258611,2002382,2880512,5187683,2812922,4.25,4.25,4.25,54.223089575828,"low"
"71","Massachusetts",1994,877384,6410757,312111,2119446,3979200,6391131,3536321,4.25,4.25,4.25,55.3316932480339,"low"
"72","Michigan",1994,1601845,11762546,658039,3489815,7614692,12023935,5825127,3.35,4.25,4.25,48.4460952258973,"low"
"73","Minnesota",1994,802913,5262482,224106,2822949,2215427,5581140,2876527,4.25,4.25,4.25,51.5401333777687,"low"
"74","Mississippi",1994,503374,1911579,296345,1048767,566467,1919812,1072529,0,4.25,4.25,55.8663556639921,"low"
"75","Missouri",1994,852324,4488359,294270,2089445,2104644,4575564,2396531,4.25,4.25,4.25,52.3767343217142,"low"
"76","Montana",1994,163968,878986,83029,446392,349565,878084,508299,4.25,4.25,4.25,57.8872864099562,"low"
"77","Nebraska",1994,283962,1710913,101579,528743,1080591,1769248,1033858,4.25,4.25,4.25,58.4348830689649,"low"
"78","Nevada",1994,235800,1266549,56664,817216,392669,1344245,654272,4.25,4.25,4.25,48.6720798663934,"low"
"79","New Hampshire",1994,181688,1145147,37805,89556,1017786,1119762,648513,4.25,4.25,4.25,57.9152534199232,"low"
"80","New Jersey",1994,651554,6957898,293378,3102722,3561798,6765105,3522248,5.05,4.25,5.05,52.0649420814607,"low"
"81","New Mexico",1994,286759,1342868,164101,982237,196530,1223759,622138,4.25,4.25,4.25,50.8382777981612,"low"
"82","New York",1994,2702937,23933662,1442038,9092275,13399349,25359726,14829280,4.25,4.25,4.25,58.4757106602808,"low"
"83","North Carolina",1994,1131662,5648390,454682,3553217,1640491,5740906,3161072,4.25,4.25,4.25,55.0622497563973,"low"
"84","North Dakota",1994,118778,603902,65506,247062,291334,621313,319014,4.25,4.25,4.25,51.3451352216999,"low"
"85","Ohio",1994,1816817,10735756,537642,4271944,5926170,10780138,5785984,4.25,4.25,4.25,53.6726338753734,"low"
"86","Oklahoma",1994,316322,1518540,120788,839113,558639,1529205,765718,4.25,4.25,4.25,50.0729464002537,"low"
"87","Oregon",1994,518425,3088542,212544,1215471,1660527,3191792,1719357,4.75,4.25,4.75,53.8680778697359,"low"
"88","Pennsylvania",1994,1720681,13271564,686113,5132066,7453385,13701725,7100564,4.25,4.25,4.25,51.8224092221965,"low"
"89","Rhode Island",1994,144918,1012987,48443,385626,578918,994885,642068,4.45,4.25,4.45,64.5369062755997,"low"
"90","South Carolina",1994,634415,3179542,285908,1470131,1423503,3156251,1646310,0,4.25,4.25,52.1603003056474,"low"
"91","South Dakota",1994,108439,507927,51846,126591,329490,525289,284638,4.25,4.25,4.25,54.1869332881518,"low"
"92","Tennessee",1994,857014,3535898,341912,1694595,1499391,3661470,2101003,0,4.25,4.25,57.3814069212639,"low"
"93","Texas",1994,3601627,19713604,1456330,8569649,9687625,19224149,9814470,3.35,4.25,4.25,51.0528190350585,"low"
"94","Utah",1994,469811,1792011,125520,982848,683643,1846448,997141,4.25,4.25,4.25,54.0031996568547,"low"
"95","Vermont",1994,98377,892124,34989,219927,637208,869710,419793,4.25,4.25,4.25,48.2681583516345,"low"
"96","Virginia",1994,1044721,6125739,372866,2399644,3353229,6276362,3271356,4.25,4.25,4.25,52.1218502055809,"low"
"97","Washington",1994,915952,5739012,327784,3978265,1432963,5968590,2918426,4.25,4.25,4.25,48.896406018842,"low"
"98","West Virginia",1994,313750,1854403,147289,1185501,521613,1843973,1051169,4.25,4.25,4.25,57.0056611457977,"low"
"99","Wisconsin",1994,843747,5682439,238786,2363863,3079790,5860230,3257526,4.25,4.25,4.25,55.5869991450847,"low"
"100","Wyoming",1994,100899,674921,38849,351472,284600,623146,344562,1.6,4.25,4.25,55.2939439553491,"low"
"101","Alabama",1995,727480,3367437,328957,2161366,877114,3353363,1851700,0,4.25,4.25,55.2191933888458,"low"
"102","Alaska",1995,125421,1117068,123037,710028,284003,1203817,515914,4.75,4.25,4.75,42.8565139053527,"low"
"103","Arizona",1995,735018,3815218,376437,1669173,1769608,4056279,1772388,0,4.25,4.25,43.6949233521659,"low"
"104","Arkansas",1995,447757,2057550,197556,1244457,615537,2155067,1211057,4.25,4.25,4.25,56.1957934486492,"low"
"105","California",1995,5299405,29512214,2612241,15541486,11358487,30097549,16146416,4.25,4.25,4.25,53.646946467302,"low"
"106","Colorado",1995,639805,3709875,201341,1577988,1930546,3766191,1896225,3,4.25,4.25,50.3486148206504,"low"
"107","Connecticut",1995,489513,4420632,147466,1622686,2650480,4252186,2596475,4.27,4.25,4.27,61.0621219297557,"low"
"108","Delaware",1995,106813,802018,51682,510473,239863,772669,431433,4.25,4.25,4.25,55.8367166276892,"low"
"109","Florida",1995,2107514,13242710,938814,6519109,5784787,13473977,6113051,0,4.25,4.25,45.3693144941542,"low"
"110","Georgia",1995,1270948,7052825,458452,3652134,2942239,7292267,3813194,3.25,4.25,4.25,52.2909268132941,"low"
"111","Hawaii",1995,183869,1173579,82547,1062296,28736,1157159,636952,5.25,4.25,5.25,55.0444666636132,"low"
"112","Idaho",1995,240448,1083215,80861,665768,336586,1108075,602038,4.25,4.25,4.25,54.3318818672021,"low"
"113","Illinois",1995,1897161,12236673,686758,4100518,7449397,11821661,6031588,4.25,4.25,4.25,51.0214935109373,"low"
"114","Indiana",1995,966622,6514934,292362,3335998,2886574,6377558,3145120,3.35,4.25,4.25,49.315427629196,"low"
"115","Iowa",1995,498837,3076971,141050,1381253,1554668,3100772,1614502,4.65,4.25,4.65,52.0677431297754,"low"
"116","Kansas",1995,460905,2826943,137424,1613143,1076376,2756682,1407359,2.65,4.25,4.25,51.0526422706718,"low"
"117","Kentucky",1995,639992,3508673,312742,2218928,977003,3415870,1890546,4.25,4.25,4.25,55.3459587162275,"low"
"118","Louisiana",1995,797061,3791795,449360,1999375,1343060,3735603,2050103,0,4.25,4.25,54.8801090479904,"low"
"119","Maine",1995,212154,1446745,78233,652626,715886,1438795,833366,4.25,4.25,4.25,57.9211075935071,"low"
"120","Maryland",1995,790938,5580123,270249,2059219,3250655,5610071,3064702,4.25,4.25,4.25,54.6285777844879,"low"
"121","Massachusetts",1995,893727,7326904,265878,2095327,4965699,6706082,3681274,4.25,4.25,4.25,54.8945569111741,"low"
"122","Michigan",1995,1604527,12500208,692600,8053624,3753984,12477806,6162390,3.35,4.25,4.25,49.3868072640334,"low"
"123","Minnesota",1995,816695,5744447,235069,2919940,2589438,6155324,3109813,4.25,4.25,4.25,50.5223283128557,"low"
"124","Mississippi",1995,503301,2118973,310290,1185162,623521,2160068,1189394,0,4.25,4.25,55.0628035784059,"low"
"125","Missouri",1995,862505,4852467,313295,2276277,2262895,4957215,2573557,4.25,4.25,4.25,51.9153799058544,"low"
"126","Montana",1995,164109,911284,89446,449477,372361,899635,523380,4.25,4.25,4.25,58.1769273094088,"low"
"127","Nebraska",1995,285836,1832463,102783,560994,1168686,1874253,1041372,4.25,4.25,4.25,55.561975891195,"low"
"128","Nevada",1995,250749,1367710,65007,860823,441880,1381200,705709,4.25,4.25,4.25,51.0939038517231,"low"
"129","New Hampshire",1995,186239,1197945,35162,83613,1079170,1232465,676601,4.25,4.25,4.25,54.8981918350622,"low"
"130","New Jersey",1995,1171658,11870183,397612,4369467,7103104,11961696,6065026,5.05,4.25,5.05,50.7037296383389,"low"
"131","New Mexico",1995,327253,1646265,205847,1215392,225026,1540683,774207,4.25,4.25,4.25,50.2508952198473,"low"
"132","New York",1995,2738361,25063999,1368074,9932669,13763256,26540967,15693535,4.25,4.25,4.25,59.1294770834838,"low"
"133","North Carolina",1995,1155248,6076939,443689,3867404,1765846,6217951,3417870,4.25,4.25,4.25,54.9677860118229,"low"
"134","North Dakota",1995,119288,642234,72116,256507,313611,621904,327382,4.25,4.25,4.25,52.6418868507036,"low"
"135","Ohio",1995,1829761,11368650,675770,4385097,6307783,11330046,6041768,4.25,4.25,4.25,53.3251850875098,"low"
"136","Oklahoma",1995,609743,3156526,274027,1804537,1077962,3180275,1623941,4.25,4.25,4.25,51.0629112262304,"low"
"137","Oregon",1995,519284,3302062,224156,1521849,1556057,3255984,1789292,4.75,4.25,4.75,54.9539555476931,"low"
"138","Pennsylvania",1995,1741698,13957035,714271,5401558,7841206,14135826,7562476,4.25,4.25,4.25,53.4986494598901,"low"
"139","Rhode Island",1995,146609,1089859,55060,434056,600743,1056716,677240,4.45,4.25,4.45,64.089121391178,"low"
"140","South Carolina",1995,638880,3389646,288860,1550416,1550370,3286673,1707358,0,4.25,4.25,51.9479120679179,"low"
"141","South Dakota",1995,135494,684882,65762,179725,439395,693964,380309,4.25,4.25,4.25,54.8024104996801,"low"
"142","Tennessee",1995,870594,3870164,332765,1855788,1681611,3958973,2245634,0,4.25,4.25,56.7226399371756,"low"
"143","Texas",1995,3670007,20483376,1496378,8718907,10268091,20198924,10652067,3.35,4.25,4.25,52.7358140463324,"low"
"144","Utah",1995,472589,1953833,134118,1055987,763728,2045331,1069735,4.25,4.25,4.25,52.3013145549547,"low"
"145","Vermont",1995,100317,934916,33672,224946,676298,891398,415719,4.25,4.25,4.25,46.636743631913,"low"
"146","Virginia",1995,1060809,6354418,368088,2522258,3464072,6590998,3452911,4.25,4.25,4.25,52.3882877828214,"low"
"147","Washington",1995,938314,5985425,345792,4091373,1548260,6200754,3078586,4.25,4.25,4.25,49.6485749958795,"low"
"148","West Virginia",1995,310231,1916605,155738,1210730,550137,1925100,1104307,4.25,4.25,4.25,57.3636174744169,"low"
"149","Wisconsin",1995,865374,6006745,248319,2621263,3137163,6056854,3425341,4.25,4.25,4.25,56.5531379821934,"low"
"150","Wyoming",1995,100314,634237,42456,303913,287868,642935,357039,1.6,4.25,4.25,55.5326743761033,"low"
"151","Alabama",1996,735912,3365113,334858,2138717,891538,3572283,1987018,0,4.25,4.25,55.62319670642,"low"
"152","Alaska",1996,126189,1120346,123505,706116,290725,1240031,636959,4.75,4.25,4.75,51.3663771308943,"low"
"153","Arizona",1996,764681,4143304,378917,1798363,1966024,4391555,1860007,0,4.25,4.25,42.3541775066007,"low"
"154","Arkansas",1996,452907,2183384,192152,1296247,694985,2297381,1264275,4.25,4.25,4.25,55.0311419829797,"low"
"155","California",1996,5460484,31282981,2603882,17061474,11617625,31561692,16880730,4.25,4.25,4.25,53.4848702027762,"low"
"156","Colorado",1996,655679,3891203,194998,1664676,2031529,4075165,2052264,3,4.25,4.25,50.3602676210656,"low"
"157","Connecticut",1996,499815,4686025,162218,1703171,2820636,4538234,2701637,4.27,4.25,4.27,59.530579516173,"low"
"158","Delaware",1996,108461,860410,48796,567123,244491,823530,447461,4.65,4.25,4.65,54.3345111896349,"low"
"159","Florida",1996,2175352,13684457,942159,6671487,6070811,13936240,6380643,0,4.25,4.25,45.7845372926987,"low"
"160","Georgia",1996,1311126,7764687,516518,4086584,3161585,7934236,4118122,3.25,4.25,4.25,51.9031952162754,"low"
"161","Hawaii",1996,187104,1199019,91391,1079097,28531,1231550,671105,5.25,4.25,5.25,54.4927124355487,"low"
"162","Idaho",1996,243097,1134052,80486,718218,335348,1198223,642377,4.25,4.25,4.25,53.6108053342324,"low"
"163","Illinois",1996,1924970,12732129,728400,4191483,7812246,12423100,6303563,4.25,4.25,4.25,50.7406605436646,"low"
"164","Indiana",1996,975455,6422662,306715,3298257,2817690,6644035,3293900,3.35,4.25,4.25,49.5768008446674,"low"
"165","Iowa",1996,502343,3258040,147878,1486426,1623736,3284185,1679091,4.65,4.25,4.65,51.1265656471849,"low"
"166","Kansas",1996,463008,2914544,140242,1658774,1115528,3007653,1468081,2.65,4.25,4.25,48.8115151581649,"low"
"167","Kentucky",1996,639531,3622788,305059,2272684,1045045,3826435,1970377,4.25,4.25,4.25,51.493805591889,"low"
"168","Louisiana",1996,796087,3879633,468363,1978056,1433214,3815375,2078321,0,4.25,4.25,54.4722602627527,"low"
"169","Maine",1996,213601,1485138,78626,647382,759130,1465093,857253,4.25,4.25,4.25,58.5118487358823,"low"
"170","Maryland",1996,805544,5688918,271806,2163187,3253925,5825606,3197895,4.25,4.25,4.25,54.8937741412653,"low"
"171","Massachusetts",1996,912330,7129757,302167,3028094,3799496,7479576,4171772,4.75,4.25,4.75,55.7755145478835,"low"
"172","Michigan",1996,1631131,13012080,648922,8462687,3900471,13071893,6452165,3.35,4.25,4.25,49.3590714061077,"low"
"173","Minnesota",1996,827418,6101416,241241,3435468,2424707,6423285,3204906,4.25,4.25,4.25,49.8951237567693,"low"
"174","Mississippi",1996,503602,2241561,295014,1285429,661118,2268726,1238512,0,4.25,4.25,54.5906380938024,"low"
"175","Missouri",1996,873867,5251014,324566,2536393,2390055,5277785,2745318,4.25,4.25,4.25,52.0164803985005,"low"
"176","Montana",1996,165390,944623,90354,452250,402019,924259,538091,4.25,4.25,4.25,58.2186378493474,"low"
"177","Nebraska",1996,289251,1909834,100886,574359,1234589,1940808,1067391,4.25,4.25,4.25,54.9972485686374,"low"
"178","Nevada",1996,265041,1551169,67278,997400,486491,1608989,767237,4.25,4.25,4.25,47.6844154932072,"low"
"179","New Hampshire",1996,191004,1269380,40622,84837,1143921,1295106,725549,4.25,4.25,4.25,56.0223641925835,"low"
"180","New Jersey",1996,1193928,12389781,408872,4589725,7391184,12469216,6636622,5.05,4.25,5.05,53.2240519371867,"low"
"181","New Mexico",1996,329661,1750519,215525,1281567,253427,1642517,798365,4.25,4.25,4.25,48.6061940302597,"low"
"182","New York",1996,2788343,26026366,1510447,10284155,14231764,26974514,15973623,4.25,4.25,4.25,59.217463565794,"low"
"183","North Carolina",1996,1181600,6516400,443121,3971818,2101461,6517111,3527936,4.25,4.25,4.25,54.1334342778572,"low"
"184","North Dakota",1996,119102,655971,69370,267306,319295,657809,338326,4.25,4.25,4.25,51.4322546514262,"low"
"185","Ohio",1996,1837628,12172778,704629,4831397,6636752,11935582,6291682,4.25,4.25,4.25,52.7136590406735,"low"
"186","Oklahoma",1996,616436,3185234,278281,1856294,1050659,3195426,1640558,4.25,4.25,4.25,51.3408227885734,"low"
